Date,Close
2021-04-07,187.10000610351562
2021-04-08,186.60000610351562
2021-04-09,188.19000244140625
2021-04-12,188.4499969482422
2021-04-13,189.07000732421875
2021-04-14,188.61000061035156
2021-04-15,190.60000610351562
2021-04-16,191.97999572753906
2021-04-19,191.94000244140625
2021-04-20,191.42999267578125
2021-04-21,193.4199981689453
2021-04-22,195.60000610351562
2021-04-23,199.4199981689453
2021-04-26,197.6300048828125
2021-04-27,198.1300048828125
2021-04-28,197.47000122070312
2021-04-29,198.0
2021-04-30,195.8800048828125
2021-05-03,197.41000366210938
2021-05-04,225.49000549316406
2021-05-05,230.94000244140625
2021-05-06,231.42999267578125
2021-05-07,234.0
2021-05-10,231.16000366210938
2021-05-11,225.30999755859375
2021-05-12,223.00999450683594
2021-05-13,229.60000610351562
2021-05-14,231.10000610351562
2021-05-17,228.6999969482422
2021-05-18,225.5399932861328
2021-05-19,227.1300048828125
2021-05-20,231.8699951171875
2021-05-21,231.9499969482422
2021-05-24,232.7100067138672
2021-05-25,231.72999572753906
2021-05-26,232.14999389648438
2021-05-27,233.11000061035156
2021-05-28,231.83999633789062
2021-06-01,233.00999450683594
2021-06-02,234.0
2021-06-03,233.0399932861328
2021-06-04,234.41000366210938
2021-06-07,231.10000610351562
2021-06-08,232.11000061035156
2021-06-09,230.2899932861328
2021-06-10,230.97999572753906
2021-06-11,232.99000549316406
2021-06-14,229.6199951171875
2021-06-15,234.8000030517578
2021-06-16,233.75
2021-06-17,233.8699951171875
2021-06-18,233.0
2021-06-21,238.8699951171875
2021-06-22,239.75999450683594
2021-06-23,238.27000427246094
2021-06-24,238.27000427246094
2021-06-25,241.9499969482422
2021-06-28,240.3699951171875
2021-06-29,243.19000244140625
2021-06-30,242.1999969482422
2021-07-01,248.42999267578125
2021-07-02,253.69000244140625
2021-07-06,254.3800048828125
2021-07-07,257.0299987792969
2021-07-08,254.22999572753906
2021-07-09,256.8699951171875
2021-07-12,256.6400146484375
2021-07-13,255.6699981689453
2021-07-14,254.35000610351562
2021-07-15,253.97999572753906
2021-07-16,253.36000061035156
2021-07-19,253.8699951171875
2021-07-20,255.67999267578125
2021-07-21,256.5799865722656
2021-07-22,257.0899963378906
2021-07-23,260.6099853515625
2021-07-26,263.20001220703125
2021-07-27,264.739990234375
2021-07-28,262.1000061035156
2021-07-29,263.2200012207031
2021-07-30,264.7300109863281
2021-08-02,264.9700012207031
2021-08-03,293.6700134277344
2021-08-04,289.8800048828125
2021-08-05,295.2300109863281
2021-08-06,292.8800048828125
2021-08-09,289.54998779296875
2021-08-10,291.55999755859375
2021-08-11,295.45001220703125
2021-08-12,304.0899963378906
2021-08-13,304.8699951171875
2021-08-16,308.6199951171875
2021-08-17,309.8299865722656
2021-08-18,302.20001220703125
2021-08-19,302.6600036621094
2021-08-20,302.3999938964844
2021-08-23,302.3900146484375
2021-08-24,300.9700012207031
2021-08-25,307.19000244140625
2021-08-26,306.0
2021-08-27,307.79998779296875
2021-08-30,307.2099914550781
2021-08-31,308.739990234375
2021-09-01,309.30999755859375
2021-09-02,311.79998779296875
2021-09-03,313.3500061035156
2021-09-07,311.7799987792969
2021-09-08,312.5799865722656
2021-09-09,315.8699951171875
2021-09-10,313.6600036621094
2021-09-13,309.3399963378906
2021-09-14,310.6000061035156
2021-09-15,316.9700012207031
2021-09-16,315.92999267578125
2021-09-17,310.3299865722656
2021-09-20,311.7799987792969
2021-09-21,307.5
2021-09-22,316.54998779296875
2021-09-23,324.25
2021-09-24,324.69000244140625
2021-09-27,315.1099853515625
2021-09-28,303.7799987792969
2021-09-29,307.8500061035156
2021-09-30,303.8800048828125
2021-10-01,306.20001220703125
2021-10-04,305.1300048828125
2021-10-05,311.4599914550781
2021-10-06,304.20001220703125
2021-10-07,305.29998779296875
2021-10-08,304.1000061035156
2021-10-11,301.4800109863281
2021-10-12,301.05999755859375
2021-10-13,306.3999938964844
2021-10-14,310.30999755859375
2021-10-15,311.2799987792969
2021-10-18,315.8599853515625
2021-10-19,319.9599914550781
2021-10-20,315.1600036621094
2021-10-21,319.8299865722656
2021-10-22,324.510009765625
2021-10-25,323.19000244140625
2021-10-26,326.4200134277344
2021-10-27,320.8800048828125
2021-10-28,326.8399963378906
2021-10-29,331.9100036621094
2021-11-01,328.3999938964844
2021-11-02,339.69000244140625
2021-11-03,325.6199951171875
2021-11-04,330.7099914550781
2021-11-05,331.4599914550781
2021-11-08,333.8500061035156
2021-11-09,339.3399963378906
2021-11-10,329.5299987792969
2021-11-11,329.5799865722656
2021-11-12,332.0400085449219
2021-11-15,333.6600036621094
2021-11-16,332.6199951171875
2021-11-17,335.0199890136719
2021-11-18,335.1099853515625
2021-11-19,334.54998779296875
2021-11-22,321.8299865722656
2021-11-23,324.0
2021-11-24,326.1099853515625
2021-11-26,321.2200012207031
2021-11-29,325.0
2021-11-30,312.25
2021-12-01,306.5299987792969
2021-12-02,318.510009765625
2021-12-03,309.3999938964844
2021-12-06,307.4200134277344
2021-12-07,316.010009765625
2021-12-08,319.0400085449219
2021-12-09,311.1600036621094
2021-12-10,321.989990234375
2021-12-13,320.44000244140625
2021-12-14,313.989990234375
2021-12-15,327.489990234375
2021-12-16,326.6000061035156
2021-12-17,320.07000732421875
2021-12-20,308.7099914550781
2021-12-21,316.239990234375
2021-12-22,324.6600036621094
2021-12-23,325.5299987792969
2021-12-27,335.5799865722656
2021-12-28,332.8399963378906
2021-12-29,336.29998779296875
2021-12-30,332.79998779296875
2021-12-31,334.32000732421875
2022-01-03,321.9599914550781
2022-01-04,323.4100036621094
2022-01-05,303.2099914550781
2022-01-06,306.2300109863281
2022-01-07,299.3900146484375
2022-01-10,293.69000244140625
2022-01-11,297.67999267578125
2022-01-12,301.69000244140625
2022-01-13,291.2300109863281
2022-01-14,286.010009765625
2022-01-18,278.04998779296875
2022-01-19,280.04998779296875
2022-01-20,278.7300109863281
2022-01-21,275.0799865722656
2022-01-24,287.0299987792969
2022-01-25,277.6000061035156
2022-01-26,278.82000732421875
2022-01-27,277.17999267578125
2022-01-28,287.6000061035156
2022-01-31,293.8900146484375
2022-02-01,295.739990234375
2022-02-02,300.3999938964844
2022-02-03,289.92999267578125
2022-02-04,294.6400146484375
2022-02-07,294.8500061035156
2022-02-08,302.6600036621094
2022-02-09,302.8999938964844
2022-02-10,291.1199951171875
2022-02-11,288.75
2022-02-14,288.5799865722656
2022-02-15,296.989990234375
2022-02-16,298.2300109863281
2022-02-17,286.5
2022-02-18,288.2300109863281
2022-02-22,281.79998779296875
2022-02-23,273.57000732421875
2022-02-24,281.3900146484375
2022-02-25,286.5400085449219
2022-02-28,280.4200134277344
2022-03-01,274.4599914550781
2022-03-02,283.9800109863281
2022-03-03,279.07000732421875
2022-03-04,269.8399963378906
2022-03-07,257.510009765625
2022-03-08,270.44000244140625
2022-03-09,283.20001220703125
2022-03-10,281.0899963378906
2022-03-11,279.8299865722656
2022-03-14,273.9599914550781
2022-03-15,279.5899963378906
2022-03-16,288.1199951171875
2022-03-17,290.0400085449219
2022-03-18,298.3500061035156
2022-03-21,296.7200012207031
2022-03-22,300.45001220703125
2022-03-23,289.4800109863281
2022-03-24,296.239990234375
2022-03-25,295.4200134277344
2022-03-28,296.6600036621094
2022-03-29,306.4200134277344
2022-03-30,301.54998779296875
2022-03-31,297.4599914550781
2022-04-01,299.4599914550781
2022-04-04,300.2900085449219
2022-04-05,297.5299987792969
2022-04-06,294.6300048828125
2022-04-07,294.75
2022-04-08,299.67999267578125
2022-04-11,288.7900085449219
2022-04-12,289.4700012207031
2022-04-13,295.3699951171875
2022-04-14,298.1000061035156
2022-04-18,299.0400085449219
2022-04-19,306.3500061035156
2022-04-20,310.010009765625
2022-04-21,304.760009765625
2022-04-22,293.3299865722656
2022-04-25,298.20001220703125
2022-04-26,287.4800109863281
2022-04-27,288.7799987792969
2022-04-28,298.57000732421875
2022-04-29,290.54998779296875
2022-05-02,290.0400085449219
2022-05-03,281.1300048828125
2022-05-04,280.05999755859375
2022-05-05,259.54998779296875
2022-05-06,252.80999755859375
2022-05-09,239.32000732421875
2022-05-10,246.00999450683594
2022-05-11,244.77000427246094
2022-05-12,247.60000610351562
2022-05-13,255.52000427246094
2022-05-16,253.42999267578125
2022-05-17,254.85000610351562
2022-05-18,240.0
2022-05-19,248.64999389648438
2022-05-20,250.0399932861328
2022-05-23,250.1999969482422
2022-05-24,248.25
2022-05-25,249.8300018310547
2022-05-26,256.4100036621094
2022-05-27,266.5899963378906
2022-05-31,262.3999938964844
2022-06-01,260.8599853515625
2022-06-02,268.5400085449219
2022-06-03,266.7900085449219
2022-06-06,267.1000061035156
2022-06-07,267.32000732421875
2022-06-08,261.29998779296875
2022-06-09,256.17999267578125
2022-06-10,247.63999938964844
2022-06-13,232.74000549316406
2022-06-14,234.60000610351562
2022-06-15,235.74000549316406
2022-06-16,224.07000732421875
2022-06-17,230.3300018310547
2022-06-21,233.27999877929688
2022-06-22,234.13999938964844
2022-06-23,241.11000061035156
2022-06-24,251.2899932861328
2022-06-27,248.16000366210938
2022-06-28,239.41000366210938
2022-06-29,240.13999938964844
2022-06-30,241.8300018310547
2022-07-01,244.27999877929688
2022-07-05,241.2100067138672
2022-07-06,241.77000427246094
2022-07-07,245.02000427246094
2022-07-08,242.6300048828125
2022-07-11,244.3699951171875
2022-07-12,237.75
2022-07-13,238.27000427246094
2022-07-14,235.8000030517578
2022-07-15,240.69000244140625
2022-07-18,238.77000427246094
2022-07-19,247.57000732421875
2022-07-20,253.47000122070312
2022-07-21,256.8299865722656
2022-07-22,253.74000549316406
2022-07-25,251.9600067138672
2022-07-26,250.25999450683594
2022-07-27,260.8500061035156
2022-07-28,264.989990234375
2022-07-29,265.4800109863281
2022-08-01,269.1000061035156
2022-08-02,289.69000244140625
2022-08-03,288.260009765625
2022-08-04,293.2699890136719
2022-08-05,295.44000244140625
2022-08-08,295.7200012207031
2022-08-09,293.7300109863281
2022-08-10,300.3999938964844
2022-08-11,299.5899963378906
2022-08-12,307.989990234375
2022-08-15,314.4599914550781
2022-08-16,315.7900085449219
2022-08-17,314.04998779296875
2022-08-18,314.989990234375
2022-08-19,307.9800109863281
2022-08-22,303.57000732421875
2022-08-23,302.04998779296875
2022-08-24,301.07000732421875
2022-08-25,305.0400085449219
2022-08-26,294.95001220703125
2022-08-29,290.8999938964844
2022-08-30,289.1499938964844
2022-08-31,285.32000732421875
2022-09-01,291.5400085449219
2022-09-02,288.9200134277344
2022-09-06,290.4200134277344
2022-09-07,296.75
2022-09-08,298.55999755859375
2022-09-09,306.1400146484375
2022-09-12,311.32000732421875
2022-09-13,302.7200012207031
2022-09-14,302.0799865722656
2022-09-15,302.54998779296875
2022-09-16,300.0799865722656
2022-09-19,302.8999938964844
2022-09-20,291.0400085449219
2022-09-21,287.6000061035156
2022-09-22,280.1000061035156
2022-09-23,276.05999755859375
2022-09-26,274.75
2022-09-27,274.9599914550781
2022-09-28,281.3900146484375
2022-09-29,278.6700134277344
2022-09-30,276.69000244140625
2022-10-03,284.3599853515625
2022-10-04,294.8500061035156
2022-10-05,299.7799987792969
2022-10-06,300.760009765625
2022-10-07,294.010009765625
2022-10-10,289.8800048828125
2022-10-11,289.239990234375
2022-10-12,288.260009765625
2022-10-13,289.54998779296875
2022-10-14,278.3299865722656
2022-10-17,285.6099853515625
2022-10-18,290.04998779296875
2022-10-19,286.2699890136719
2022-10-20,280.54998779296875
2022-10-21,289.75
2022-10-24,294.2699890136719
2022-10-25,298.92999267578125
2022-10-26,292.92999267578125
2022-10-27,292.07000732421875
2022-10-28,302.010009765625
2022-10-31,301.9200134277344
2022-11-01,325.0
2022-11-02,318.510009765625
2022-11-03,319.29998779296875
2022-11-04,319.5
2022-11-07,319.67999267578125
2022-11-08,327.2200012207031
2022-11-09,323.7300109863281
2022-11-10,340.8999938964844
2022-11-11,335.260009765625
2022-11-14,334.3800048828125
2022-11-15,338.44000244140625
2022-11-16,335.95001220703125
2022-11-17,332.6199951171875
2022-11-18,337.69000244140625
2022-11-21,338.2699890136719
2022-11-22,342.760009765625
2022-11-23,343.2699890136719
2022-11-25,342.57000732421875
2022-11-28,345.0299987792969
2022-11-29,340.0799865722656
2022-11-30,350.3699951171875
2022-12-01,356.2699890136719
2022-12-02,351.989990234375
2022-12-05,350.4599914550781
2022-12-06,347.79998779296875
2022-12-07,342.54998779296875
2022-12-08,346.3999938964844
2022-12-09,343.29998779296875
2022-12-12,347.9599914550781
2022-12-13,351.92999267578125
2022-12-14,347.25
2022-12-15,340.8299865722656
2022-12-16,338.1700134277344
2022-12-19,339.05999755859375
2022-12-20,335.7300109863281
2022-12-21,341.8399963378906
2022-12-22,335.0400085449219
2022-12-23,335.95001220703125
2022-12-27,335.6600036621094
2022-12-28,332.8699951171875
2022-12-29,340.2200012207031
2022-12-30,336.1400146484375
2023-01-03,337.489990234375
2023-01-04,334.1499938964844
2023-01-05,324.7699890136719
2023-01-06,328.6199951171875
2023-01-09,329.1499938964844
2023-01-10,331.989990234375
2023-01-11,337.70001220703125
2023-01-12,335.92999267578125
2023-01-13,335.9800109863281
2023-01-17,333.9100036621094
2023-01-18,330.6000061035156
2023-01-19,324.4700012207031
2023-01-20,332.9599914550781
2023-01-23,332.95001220703125
2023-01-24,332.92999267578125
2023-01-25,328.6000061035156
2023-01-26,328.9200134277344
2023-01-27,331.6199951171875
2023-01-30,333.2200012207031
2023-01-31,338.1400146484375
2023-02-01,347.2799987792969
2023-02-02,348.5400085449219
2023-02-03,341.95001220703125
2023-02-06,340.92999267578125
2023-02-07,352.8900146484375
2023-02-08,346.4800109863281
2023-02-09,351.0299987792969
2023-02-10,347.6199951171875
2023-02-13,351.4599914550781
2023-02-14,342.2099914550781
2023-02-15,344.6400146484375
2023-02-16,346.0
2023-02-17,346.0199890136719
2023-02-21,338.2300109863281
2023-02-22,334.1499938964844
2023-02-23,335.739990234375
2023-02-24,332.3500061035156
2023-02-27,327.3900146484375
2023-02-28,327.80999755859375
2023-03-01,325.4200134277344
2023-03-02,329.3800048828125
2023-03-03,333.80999755859375
2023-03-06,341.4200134277344
2023-03-07,334.6000061035156
2023-03-08,338.32000732421875
2023-03-09,332.32000732421875
2023-03-10,314.3299865722656
2023-03-13,313.2799987792969
2023-03-14,320.32000732421875
2023-03-15,310.82000732421875
2023-03-16,305.95001220703125
2023-03-17,302.489990234375
2023-03-20,308.1499938964844
2023-03-21,314.05999755859375
2023-03-22,312.1000061035156
2023-03-23,308.5400085449219
2023-03-24,312.1099853515625
2023-03-27,312.4599914550781
2023-03-28,314.7300109863281
2023-03-29,318.3599853515625
2023-03-30,319.70001220703125
2023-03-31,325.7699890136719
2023-04-03,324.7099914550781
2023-04-04,314.0799865722656
2023-04-05,313.1600036621094
2023-04-06,313.75
2023-04-10,314.67999267578125
2023-04-11,316.2099914550781
2023-04-12,320.25
2023-04-13,320.9599914550781
2023-04-14,314.8800048828125
2023-04-17,319.57000732421875
2023-04-18,317.75
2023-04-19,307.239990234375
2023-04-20,304.1400146484375
2023-04-21,302.7200012207031
2023-04-24,302.55999755859375
2023-04-25,294.8900146484375
2023-04-26,294.4200134277344
2023-04-27,302.42999267578125
2023-04-28,302.4599914550781
2023-05-01,307.6000061035156
2023-05-02,301.989990234375
2023-05-03,305.8500061035156
2023-05-04,300.6499938964844
2023-05-05,303.57000732421875
2023-05-08,304.17999267578125
2023-05-09,304.42999267578125
2023-05-10,304.5199890136719
2023-05-11,305.8500061035156
2023-05-12,310.6300048828125
2023-05-15,315.1099853515625
2023-05-16,321.2099914550781
2023-05-17,323.29998779296875
2023-05-18,331.30999755859375
2023-05-19,330.7699890136719
2023-05-22,331.3999938964844
2023-05-23,325.2900085449219
2023-05-24,329.5400085449219
2023-05-25,338.239990234375
2023-05-26,343.260009765625
2023-05-30,342.510009765625
2023-05-31,342.8599853515625
2023-06-01,340.239990234375
2023-06-02,345.010009765625
2023-06-05,343.510009765625
2023-06-06,339.3800048828125
2023-06-07,339.44000244140625
2023-06-08,343.989990234375
2023-06-09,344.54998779296875
2023-06-12,352.3399963378906
2023-06-13,354.8500061035156
2023-06-14,352.3699951171875
2023-06-15,356.19000244140625
2023-06-16,356.5400085449219
2023-06-20,353.3599853515625
2023-06-21,350.45001220703125
2023-06-22,345.95001220703125
2023-06-23,338.19000244140625
2023-06-26,336.92999267578125
2023-06-27,339.0899963378906
2023-06-28,338.55999755859375
2023-06-29,342.5400085449219
2023-06-30,350.30999755859375
2023-07-03,347.0799865722656
2023-07-05,346.989990234375
2023-07-06,349.739990234375
2023-07-07,347.739990234375
2023-07-10,351.7799987792969
2023-07-11,354.55999755859375
2023-07-12,358.2799987792969
2023-07-13,361.3299865722656
2023-07-14,362.6700134277344
2023-07-17,371.07000732421875
2023-07-18,374.0400085449219
2023-07-19,367.67999267578125
2023-07-20,357.45001220703125
2023-07-21,355.8500061035156
2023-07-24,357.2099914550781
2023-07-25,363.82000732421875
2023-07-26,357.1600036621094
2023-07-27,353.75
2023-07-28,350.8599853515625
2023-07-31,353.5899963378906
2023-08-01,343.9200134277344
2023-08-02,340.80999755859375
2023-08-03,340.67999267578125
2023-08-04,336.8299865722656
2023-08-07,341.70001220703125
2023-08-08,337.1400146484375
2023-08-09,338.3999938964844
2023-08-10,337.8800048828125
2023-08-11,339.9599914550781
2023-08-14,338.8599853515625
2023-08-15,334.1499938964844
2023-08-16,331.0400085449219
2023-08-17,326.8500061035156
2023-08-18,328.1499938964844
2023-08-21,332.1099853515625
2023-08-22,332.6199951171875
2023-08-23,339.6400146484375
2023-08-24,339.260009765625
2023-08-25,342.489990234375
2023-08-28,344.489990234375
2023-08-29,348.9800109863281
2023-08-30,351.6400146484375
2023-08-31,349.67999267578125
2023-09-01,350.0400085449219
2023-09-05,350.3500061035156
2023-09-06,350.5799865722656
2023-09-07,354.010009765625
2023-09-08,354.1499938964844
2023-09-11,350.4200134277344
2023-09-12,350.2699890136719
2023-09-13,353.19000244140625
2023-09-14,356.5199890136719
2023-09-15,350.1400146484375
2023-09-18,351.8299865722656
2023-09-19,354.70001220703125
2023-09-20,357.2200012207031
2023-09-21,349.20001220703125
2023-09-22,356.260009765625
2023-09-25,357.9100036621094
2023-09-26,349.989990234375
2023-09-27,349.19000244140625
2023-09-28,346.4200134277344
2023-09-29,343.6099853515625
2023-10-02,346.0
2023-10-03,341.70001220703125
2023-10-04,347.29998779296875
2023-10-05,352.1400146484375
2023-10-06,353.6000061035156
2023-10-09,354.05999755859375
2023-10-10,355.82000732421875
2023-10-11,360.82000732421875
2023-10-12,357.8999938964844
2023-10-13,358.2200012207031
2023-10-16,354.94000244140625
2023-10-17,351.7300109863281
2023-10-18,349.82000732421875
2023-10-19,353.0299987792969
2023-10-20,348.760009765625
2023-10-23,342.5299987792969
2023-10-24,337.29998779296875
2023-10-25,331.6600036621094
2023-10-26,329.42999267578125
2023-10-27,325.760009765625
2023-10-30,329.6700134277344
2023-10-31,332.0400085449219
2023-11-01,331.9200134277344
2023-11-02,337.5899963378906
2023-11-03,386.7099914550781
2023-11-06,392.57000732421875
2023-11-07,397.8900146484375
2023-11-08,401.1400146484375
2023-11-09,401.3500061035156
2023-11-10,411.6300048828125
2023-11-13,414.5
2023-11-14,422.1300048828125
2023-11-15,417.7799987792969
2023-11-16,420.1000061035156
2023-11-17,417.6099853515625
2023-11-20,424.5799865722656
2023-11-21,427.7900085449219
2023-11-22,428.3399963378906
2023-11-24,426.8500061035156
2023-11-27,431.3599853515625
2023-11-28,428.69000244140625
2023-11-29,430.1199951171875
2023-11-30,434.8399963378906
2023-12-01,441.1400146484375
2023-12-04,439.5799865722656
2023-12-05,434.8299865722656
2023-12-06,442.0
2023-12-07,446.0
2023-12-08,452.0
2023-12-11,457.6000061035156
2023-12-12,460.6199951171875
2023-12-13,466.04998779296875
2023-12-14,454.010009765625
2023-12-15,444.4200134277344
2023-12-18,449.67999267578125
2023-12-19,450.4800109863281
2023-12-20,442.5899963378906
2023-12-21,443.3399963378906
2023-12-22,446.489990234375
2023-12-26,446.4700012207031
2023-12-27,446.6300048828125
2023-12-28,452.2699890136719
2023-12-29,451.1099853515625
2024-01-02,437.25
2024-01-03,427.5400085449219
2024-01-04,426.5400085449219
2024-01-05,425.3699951171875
2024-01-08,435.82000732421875
2024-01-09,436.9800109863281
2024-01-10,441.55999755859375
2024-01-11,444.6600036621094
2024-01-12,454.2099914550781
2024-01-16,453.1000061035156
2024-01-17,454.3800048828125
2024-01-18,463.0899963378906
2024-01-19,464.8800048828125
2024-01-22,468.0
2024-01-23,466.2200012207031
2024-01-24,463.0799865722656
2024-01-25,461.19000244140625
2024-01-26,460.8299865722656
2024-01-29,463.69000244140625
2024-01-30,465.5400085449219
2024-01-31,457.44000244140625
2024-02-01,467.010009765625
2024-02-02,469.8900146484375
2024-02-05,469.7900085449219
2024-02-06,461.70001220703125
2024-02-07,449.95001220703125
2024-02-08,456.17999267578125
2024-02-09,463.5199890136719
2024-02-12,450.9700012207031
2024-02-13,446.239990234375
2024-02-14,449.8599853515625
2024-02-15,453.80999755859375
2024-02-16,448.6099853515625
2024-02-20,445.0
2024-02-21,440.760009765625
2024-02-22,453.4599914550781
2024-02-23,460.6400146484375
2024-02-26,460.9700012207031
2024-02-27,461.04998779296875
2024-02-28,465.69000244140625
2024-02-29,465.55999755859375
2024-03-01,471.4800109863281
2024-03-04,469.75
2024-03-05,460.2300109863281
2024-03-06,468.9700012207031
2024-03-07,470.0
2024-03-08,463.55999755859375
2024-03-11,465.0
2024-03-12,476.1600036621094
2024-03-13,476.70001220703125
2024-03-14,468.94000244140625
2024-03-15,470.9700012207031
2024-03-18,474.75
2024-03-19,477.0199890136719
2024-03-20,480.2799987792969
2024-03-21,483.1099853515625
2024-03-22,479.3399963378906
2024-03-25,473.6099853515625
2024-03-26,475.45001220703125
2024-03-27,480.8399963378906
2024-03-28,476.6700134277344
2024-04-01,477.44000244140625
2024-04-02,469.4800109863281
2024-04-03,472.0899963378906
2024-04-04,464.3399963378906
2024-04-05,470.3599853515625
2024-04-08,471.8699951171875
2024-04-09,469.8900146484375
2024-04-10,463.7799987792969
2024-04-11,474.7200012207031
2024-04-12,465.45001220703125
2024-04-15,463.5899963378906
2024-04-16,458.1300048828125
2024-04-17,449.30999755859375
2024-04-18,449.6099853515625
2024-04-19,440.3800048828125
2024-04-22,443.05999755859375
2024-04-23,450.260009765625
2024-04-24,451.05999755859375
2024-04-25,446.30999755859375
2024-04-26,448.7799987792969
2024-04-29,448.6499938964844
2024-04-30,412.5899963378906
2024-05-01,422.3900146484375
2024-05-02,419.0400085449219
2024-05-03,428.6400146484375
2024-05-06,436.3800048828125
2024-05-07,437.1300048828125
2024-05-08,434.2699890136719
2024-05-09,436.75
2024-05-10,439.2699890136719
2024-05-13,440.0899963378906
2024-05-14,436.57000732421875
2024-05-15,442.1499938964844
2024-05-16,447.7799987792969
2024-05-17,450.260009765625
2024-05-20,456.29998779296875
2024-05-21,449.3500061035156
2024-05-22,451.92999267578125
2024-05-23,445.69000244140625
2024-05-24,439.0400085449219
2024-05-28,434.70001220703125
2024-05-29,427.739990234375
2024-05-30,414.4800109863281
2024-05-31,419.6700134277344
2024-06-03,424.010009765625
2024-06-04,428.1199951171875
2024-06-05,435.95001220703125
2024-06-06,432.20001220703125
2024-06-07,434.44000244140625
2024-06-10,436.29998779296875
2024-06-11,433.8500061035156
2024-06-12,435.760009765625
2024-06-13,432.6700134277344
2024-06-14,432.2099914550781
2024-06-17,442.69000244140625
2024-06-18,446.29998779296875
2024-06-20,450.4800109863281
2024-06-21,452.1300048828125
2024-06-24,451.0899963378906
2024-06-25,449.9100036621094
2024-06-26,446.5
2024-06-27,444.7699890136719
2024-06-28,449.05999755859375
